Creator,Frequency,translation_count,earliest_year,latest_year,frequency_categories,Years,Titles
William Herschel,3,97,1785.0,1800.0,0-14,"[1785.0, 1789.0, 1800.0]","['Catalogue of double stars. By William Herschel, ... Read at the Royal Society, December 9, 1784.', 'Catalogue of a second thousand of new nebulæ and clusters of stars; with a few introductory remarks on the construction of the heavens. By William Herschel, ... From the Philosophical transactions.', 'Experiments on the solar, and on the terrestrial rays that occasion heat; with a comparative view of the laws to which light and heat, ... are subject, ... By William Herschel, ... Part ii. From the Philosophical transactions.']"
Sigrid Undset,2,97,1920.0,1922.0,0-14,"[1922.0, 1920.0]","['The garland: Kristin Lavransdatter. [Translated from the Norwegian.]', 'Jenny: a novel.']"
Aesop,5,97,1775.0,1972.0,0-14,"[1866.0, 1775.0, 1925.0, 1871.0, 1972.0]","['Fables of Aesop, and others : translated into English ; with instructive applications /', ""Æesop's fables."", 'Buch und Leben des hochberühmten Fabeldichters Aesopi /', ""Bewick's select fables of Aesop and others. In three parts ... Faithfully reprinted from the ... Newcastle edition published by T. Saint in 1784 /"", 'Three Aesop fox fables']"
Aeschylus,4,97,1880.0,1936.0,0-14,"[1880.0, 1901.0, 1936.0, 1899.0]","['The Eumenides ... /', 'The house of Atreus ... /', 'The binding of Prometheus /', 'The Prometheus bound ... /']"
James Cameron,3,97,1879.0,1967.0,0-14,"[1967.0, 1879.0, 1895.0]","['Vicky /', 'The tussle of the ten heroes', 'A challenge to prove the true historic Church of Scotland /']"
Vidiadhar Surajprasad Naipaul,3,96,1984.0,2004.0,0-14,"[2001.0, 2004.0, 1984.0]","['The loss of El Dorado : a colonial history /', 'Magic seeds : a novel /', 'Finding the centre two narratives']"
Linus Pauling,2,96,1948.0,1972.0,0-14,"[1972.0, 1948.0]","['Vitamin C and the common cold', 'Molecular architecture and the processes of life.']"
Desiderius Erasmus,4,96,1617.0,1972.0,0-14,"[1972.0, 1709.0, 1712.0, 1617.0]","['A lytle treatise of the maner and forme of confession,', 'Familiares colloquendi formulæ, in usum scholarum concinnatæ; ... Partim collectæ, partim compositæ. Editio decima octava, correctior & castigatior, & aliqua parte auctior. ...', 'Familiares colloquendi formulæ, in usum scholarum concinnatæ; ... Partim collectæ, partim compositæ. Editio decima nona, correctior & castigatior, & aliqua parte auctior. ...', 'Desid. Erasmi Roterodami adagiorum chiliades iuxta locos communes digestæ: ...']"
William Golding,4,96,1956.0,1995.0,0-14,"[1956.0, 1966.0, 1995.0, 1980.0]","['Pincher Martin /', ""Notes on William Golding's Lord of the flies."", 'The double tongue /', 'Rites of passage /']"
Grazia Deledda,2,95,1991.0,2010.0,0-14,"[1991.0, 2010.0]","['Cosima /', 'Amore lontano : lettere al gigante biondo, 1891-1909 /']"
Jonathan Swift,24,95,1711.0,1938.0,15-29,"[1726.0, 1732.0, 1739.0, 1713.0, 1714.0, 1756.0, 1746.0, 1711.0, 1727.0, 1721.0, 1766.0, 1750.0, 1739.0, 1775.0, 1768.0, 1749.0, 1765.0, 1714.0, 1754.0, 1776.0, 1859.0, 1711.0, 1938.0, 1728.0]","['Cadenus and Vanessa. A poem.', 'Considerations upon two bills sent down from the R- H- the H-- of L-- to the H-ble H-- of C------ relating to the clergy of I***********d.', 'Taste. An essay. By J. S. D.S.P.', ""The seventh epistle of the first book of Horace imitated. And address'd to a noble Lord"", ""A preface to the B-p of S-r-m's introduction to the third volume of The history of the reformation of the Church of England By Gregory Misosarum,."", ""The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. : Accurately corrected by the best editions. With the author's life and character; notes historical, critical, and explanatory; tables of contents, and indexes. More complete than any preceding edition. In eight volumes.."", 'Directions to servants in general; and in particular to the butler, cook, footman, coachman, groom, house-steward, and land-steward, porter, dairy-maid, chamber-maid, nurse, laundress, house-keeper, tutoress, or governess. By the Reverend Dr. S', ""A tale of a tub. Written for the universal improvement of mankind. To which is added, An account of a battel between the antient and modern books in St. James's Library."", 'Miscellanies in prose and verse. The first volume', ""A letter to a young gentleman, lately enter'd into holy orders. By a person of quality. It is certainly known, that the following treatise was writ in Ireland by ... Dr. Swift, ..."", ""The works of Dr. Jonathan Swift, Dean of St. Patrick's Dublin. With the author's life and character; notes historical, critical, and explanatory; and tables of contents, and indexes. More complete than any preceding edition. In eight volumes. Accurately corrected by the best editions"", 'Miscellanies. The tenth volume. By Dr. Swift', 'Verses on the death of Dr. Swift, D.S.P.D. occasioned by reading a maxim in Rochefoulcault. Written by himself, November 1731.', ""The works of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Volume XVII."", ""Volume XVII. of the author's works. Containing letters written by the late Dr. Jonathan Swift, Dean of St. Patrick's, Dublin, and several of his friends. From the year 1700 to 1742. Published from the originals; collected and revised by Deane S"", 'Poems on several occasions, from genuine manuscripts of Dean Swift, Mr. H----m, Mr. C----r, Mr. G----r, Mr. S---b---p, Mr. K---dd---e, &c. &c...', ""The works of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Volume XVI. Collected and revised by Deane Swift, Esq. of Goodrich, in Hertfordshire."", ""The first ode of the second book of Horace paraphras'd: and address'd to Richard St--le, Esq;"", ""Brotherly love A sermon, preached in St. Patrick's church; on December 1st, 1717. By Dr. Jonathan Swift, ..."", ""A supplement to Dr. Swift's works: being a collection of miscellanies in prose and verse, by the Dean; Dr. Delany, Dr. Sheridan, and others, ...  With explanatory notes, and an index, by the editor."", ""(Gulliver's travels.) A voyage to Lilliput by Lemuel Gulliver [i.e. Jonathan Swift]. With a sketch of the life of Swift."", ""A tale of a tub. Written for the universal improvement of mankind. To which is added, An account of a battel between the antient and modern books in St. James's Library."", ""Gulliver's travels to Lilliput and Brobdingnag /"", 'Miscellanies. The last volume.']"
British Museum,24,94,1912.0,2010.0,15-29,"[1992.0, 2007.0, 1971.0, 1981.0, 1978.0, 1988.0, 1988.0, 1982.0, 1912.0, 1963.0, 2010.0, 1971.0, 1989.0, 1991.0, 1971.0, 1989.0, 1993.0, 1997.0, 1972.0, 1980.0, 1988.0, 1973.0, 1991.0, 1987.0]","['Gods, demons and symbols of Ancient Mesopotamia : an illustrated dictionary /', 'The British Museum report and accounts for the year ended 31 March 2005.', ""Stanley Morison, a portrait [the catalogue of an exhibition held in the King's Library, British Museum, 8 July - 3 October, 1971]"", 'Post cards : BN [series] /', 'A dream of fair women : Japanese paintings and prints of the Ukiyoe school : 8 June - 24 September 1978 ... British Museum.', 'Roman Spain /', 'The Hymenoptera /', 'The cotingas bellbirds, umbrella birds and their allies /', 'Lantern-slides from illuminated manuscripts', 'Bulletin of the British Museum (Natural History).', 'The swimming reindeer /', 'Arretine and Samian pottery', 'A short tour of the British Museum /', 'Recent developments in ceramic pottery /', 'Treasures from Romania a special exhibition held at The British Museum, January-March 1971', 'Observing British and European mammals /', 'Medieval crafts : a book of days /', 'British Museum dictionary of ancient Egypt /', 'Guide abrégé', 'Animals in ancient Egypt', 'Thomas Watling, Dumfries convict artist /', 'The British and the Maya', 'Egypt and Nubia /', 'Chinese bronzes : art and ritual /']"
Heinrich Boll,2,94,1975.0,1979.0,0-14,"[1975.0, 1979.0]","['Heinrich Böll : eine Bibliographie seiner Werke /', 'Fürsorgliche Belagerung Roman']"
Harry Sinclair Lewis,2,93,1922.0,1946.0,0-14,"[1946.0, 1922.0]","['Cass Timberlane. Roman /', 'Babbitt /']"
Euripides,5,93,1865.0,1991.0,0-14,"[1910.0, 1865.0, 1951.0, 1991.0, 1905.0]","['The Iphigenia in Tauris /', 'The Hecuba /', 'The electra of Euripides /', 'Plays : two /', 'The Trojan women of Euripides /']"
Aristophanes,3,93,1909.0,1967.0,0-14,"[1967.0, 1909.0, 1960.0]","['Aristophanes\' ""Frösche"" /', 'The Acharnians of Aristophanes /', ""Ladies' day /""]"
Organisation for Economic Cooperation and Development,62,93,1965.0,2015.0,60-74,"[2011.0, 2004.0, 1970.0, 2013.0, 1997.0, 2012.0, 2012.0, 2001.0, 2001.0, 1996.0, 1994.0, 2005.0, 2015.0, 2015.0, 2015.0, 2013.0, 2009.0, 1999.0, 2009.0, 2011.0, 1994.0, 2009.0, 1996.0, 2013.0, 1972.0, 2011.0, 1965.0, 2001.0, 2013.0, 2008.0, 2014.0, 1999.0, 1974.0, 2001.0, 2000.0, 1998.0, 1992.0, 2005.0, 2013.0, 2000.0, 2010.0, 2010.0, 1995.0, 2012.0, 2012.0, 2015.0, 2009.0, 1973.0, 1973.0, 2011.0, 2009.0, 1996.0, 1975.0, 2012.0, 2010.0, 2011.0, 2013.0, 2015.0, 2011.0, 1973.0, 1975.0, 1996.0]","['Basque Country, Spain 2011 /', 'Challenges and risks of genetically engineered organisms.', 'N. C. machine tools: their introduction in the engineering industries', 'OECD framework for statistics on the distribution of household income, consumption and wealth /', 'New social and economic approaches to a multimedia world : summary report and final agenda, Tokyo, 6-7 March 1996.', 'Meeting global challenges through better governance : international co-operation in science, technology and innovation.', 'Global forum on transparency and exchange of information for tax purposes peer reviews : Niue 2012 : phase 1.', 'Asset management for the roads sector.', 'Market effects of crop support measures.', 'Innovative policies for sustainable urban development : the ecological city.', 'Creating rural indicators for shaping territorial policy.', 'Looking beyond tariffs : the role of non-tariff barriers in world trade.', 'OECD360: Türkiye 2015 [electronic resource]: Türkiye karşılaştırması /', 'Test No. 492: Reconstructed human Cornea-like Epithelium (RhCE) test method for identifying chemicals not requiring classification and labelling for eye irritation or serious eye damage [electronic resource] /', 'Countering Harmful Tax Practices More Effectively, Taking into Account Transparency and Substance, Action 5 - 2015 Final Report [electronic resource] /', 'Providing agri-environmental public goods through collective action.', 'National accounts at a glance.', 'Regulatory reform in Mexico.', 'Finland.', 'OECD reviews of innovation policy : Peru.', 'OECD reviews of foreign direct investment.', 'The economics of climate change mitigation : policies and options for global action beyond 2012.', 'Globalisation : what challenges and opportunities for governments?', 'Effective carbon prices.', ""Education and training of information specialists for the 1970's report of a study /"", 'OECD rural policy reviews : England, United Kingdom 2011.', 'Films on science and mathematics : available on loan from the OECD film library (science section) = Films sur les sciences et les matematiques.', 'Trade and regulatory reform : insights from country experience.', 'Interconnected economies : benefiting from global value chains.', 'Finland.', 'Interconnected Economies', 'The OECD guidelines in a globalising world /', 'Manpower policy in Germany.', 'OECD territorial reviews.', ""Principaux éléments des travaux de l'OCDE sur les questions de gouvernance : dialogue spécial entre les membres du CESS et des non-membres."", 'Nairu : incomes policy and inflation /', ""ICCP reviews of information and communications policies : Finland = Examens de politiques des technologies de l'information : Finlande."", 'Resources to reserves : oil & gas technologies for the energy markets of the future.', 'OECD review of agricultural policies : Kazakhstan 2013.', 'From initial education to working life : Making transitions work /', 'Israel.', 'Indonesia 2010 /', 'Research training : present & future.', 'Redefining ""urban"" : a new way to measure metropolitan areas.', 'Teaching practices and pedagogical innovation : evidence from TALIS /', 'Test No. 431: In vitro skin corrosion: reconstructed human epidermis (RHE) test method [electronic resource] /', 'OECD Investment policy reviews : Viet Nam 2009 : policy framework for investment assessment.', 'Effects of traffic and roads on the environment in urban areas a report', 'Measurement of labour disputes and their economic effects', 'Russian Federation.', 'Regions matter : economic recovery, innovation and sustainable growth.', 'The public employment service in Denmark, Finland and Italy.', 'Production and marketing structures for horticultural produce in Australia and Italy', 'Education today 2013 : the OECD perspective.', 'Global forum on transparency and exchange of information for tax purposes peer reviews : Qatar 2010.', 'Global Forum on Transparency and Exchange of Information for Tax Purposes Peer Reviews: The Philippines 2011 [electronic resource]: Phase 1: Legal and Regulatory Framework /', 'Global Forum on Transparency and Exchange of Information for Tax Purposes Peer Reviews: Italy 2013 [electronic resource]: Combined: Phase 1 + Phase 2, incorporating Phase 2 ratings /', 'Test No. 422: Combined Repeated Dose Toxicity Study with the Reproduction/Developmental Toxicity Screening Test [electronic resource] /', 'The economics of adapting fisheries to climate change.', 'Changes in the processing and distribution of milk and milk products - a challenge to farmers', 'Patterns of resources devoted to research and experimental development in the OECD area, 1963-1971', 'Managing information strategies in higher education.']"
Emily Bronte,2,93,1977.0,1996.0,0-14,"[1996.0, 1977.0]","['Poems /', 'Wuthering Heights']"
William Wordsworth,4,93,1816.0,1991.0,0-14,"[1991.0, 1835.0, 1895.0, 1816.0]","['Intimations of immortality from recollections of early childhood /', 'Yarrow revisited, and other poems.', 'The poetical works of William Wordsworth.', 'A letter to a friend of Robert Burns [i.e. Alexander Peterkin]: occasioned by an intended republication of the account of the life of Burns, by Dr. Currie; and of the selection made by him from his letters.']"
Jack London,5,92,1913.0,2002.0,0-14,"[1913.0, 1917.0, 1974.0, 1964.0, 2002.0]","['The son of the wolf: tales of the far North.', 'The people of the abyss.', 'The Valley of the Moon', 'The son of the wolf. Tales of the far North.', 'The cruise of the Snark /']"
Joseph Smith,4,92,1583.0,2005.0,0-14,"[1583.0, 2005.0, 1718.0, 1841.0]","['Le tragedie; cioe, Orbecche, Altile, Didone, Antivalomeni, Cleopatra, Arrenopia, Euphimia, Epitia, Selene.', 'The United States and Latin America : a history of American diplomacy, 1776-2000 /', ""Aristarchus and Philalethes: or, a conference between a church-man and a Dissenter. In which Mr. Peirce's Vindication of the Dissenter's, is considered, ... Also a preface, ... By Joseph Smith"", 'The book of Mormon: an account written by the hand of Mormon, upon plates taken from the plates of Nephi ... /']"
Heinrich Heine,3,92,1856.0,1944.0,0-14,"[1944.0, 1884.0, 1856.0]","['Poems. (Translations from Heine /', 'Mémoires de Henri Heine /', 'Book of songs /']"
Mario Vargas Llosa,3,92,1966.0,1988.0,0-14,"[1986.0, 1966.0, 1988.0]","['The perpetual orgy', 'La Casa Verde.', 'Who killed Palomino Molero? /']"
Amnesty International,11,91,1976.0,2013.0,0-14,"[1992.0, 2002.0, 2011.0, 1995.0, 1995.0, 1976.0, 2013.0, 1979.0, 2012.0, 1978.0, 1979.0]","['Philippines : the killing goes on.', 'Doing business in the Russian Federation : the human rights approach /', ""Egypt rises : killings, detentions and torture in the '25 January Revolution'."", ""Destination unknown : 'disappeared' in former Yugoslavia."", ""'The tears of orphans' : no future without human rights."", 'Malawi', 'Pushed to the margins : five stories of Roma forced evictions in Romania.', 'The death penalty Amnesty International report', ""'So that no one can demand anything' : criminalizing the right to protest in Ecuador? /"", 'Guinea', 'Informe /']"
Food and Agriculture Organization of the United Nations,37,91,1968.0,2011.0,30-44,"[2010.0, 2011.0, 1992.0, 1992.0, 2004.0, 1968.0, 2000.0, 2007.0, 2009.0, 2002.0, 1997.0, 1998.0, 2008.0, 1991.0, 2007.0, 1980.0, 2005.0, 2011.0, 1983.0, 1983.0, 2008.0, 1997.0, 2002.0, 2004.0, 2005.0, 1995.0, 2000.0, 1991.0, 1996.0, 2005.0, 1975.0, 2010.0, 1993.0, 2010.0, 2005.0, 2003.0, 2003.0]","['Cephalopods of the world : an annotated and illustrated catalogue of cephalopod species known to date.', 'Report of the Special meeting on consolidation and development, Rome, 11-12 May 2010 /', 'Wastewater treatment and use in agriculture /', 'Agricultural engineering in development : mechanization strategy formulation /', 'Report of the International Workshop on the Implementation of International Fisheries Instruments and Factors of Unsustainability and Overexploitation in Fisheries : Mauritius, 3-7 February 2003.', 'Microbiological aspects of food hygiene : report of a W.H.O. Expert Committee with the participation of F.A.O.', 'Fisheries management.', 'Beyond food production : the role of agriculture in poverty reduction /', 'Preparation of national strategies and action plans for animal genetic resources.', 'Cold water fisheries in the trans-Himalayan countries /', 'Report on the 1990 world census of agriculture : international comparison and primary results by country (1986-1995) /', 'The right to food : in theory and practice.', 'Report of the expert consultation on improving planning and policy develoment in aquaculture : Rome, 26-29 February 2008 /', 'Manual on fertilizer statistics.', 'Sixth World Congress on Seafood Safety, Quality and Trade : 14-16 September 2005, Sydney, Australia /', 'FAO species catalogue. an annotated catalogue of species of interest to fisheries /', 'Report of the twenty-sixth session of the Committee on Fisheries : Rome, 7-11 March 2005.', 'Assessing and responding to land tenure issues in disaster risk management.', 'Support and development of the retail trade in perishable fishery products', 'Approaches to the regulation of fishing effort /', 'Viruses in food : scientific advice to support risk management activities : meeting report /', 'Fisheries management.', 'Participation in artisanal fisheries management for improved livelihoods in West Africa : a synthesis of interviews and cases from Mauritania, Senegal, Guinea and Ghana /', 'The Ethics of sustainable agricultural intensification.', 'Economic performance and fishing efficiency of marine capture fisheries /', ""Administrative report of the Technical Consultation on the Precautionary Approach to Capture Fisheries (Including Species Introductions) = Rapport administratif de la Consultation technique sur l'approche de précaution appliquée aux pêches (y compris les introductions d'espèces) = Informe administrativo de la Consulta Tecnica sobre el Enfoque Precautorio para la Pesca de Captura (Incluidas las Introducciones de Especies)."", 'Management of natural forests of dry tropical zones /', 'Post-harvest and processing technologies of African staple foods : a technical compendium /', 'Fishing operations.', 'Land cover classification system : classification concepts and user manual : software version 2.', ""Timber bulletin for Europe = Bulletin du bois pour l'Europe."", 'Putting into practice an ecosystem approach to managing sea cucumber fisheries /', 'Ex situ storage of seeds, pollen and in vitro cultures of perennial woody plant species /', 'Report of the FAO Expert Workshop on the Application of Biosecurity Measures to Control Salmonella Contamination in Sustainable Aquaculture : Mangalore, India, 19-21 January 2010.', 'Report on DEEP SEA 2003, an international conference on governance and management of deep-sea fisheries : Queenstown, New Zealand, 1-5 December 2003  /', 'Food security in the Russian Federation /', 'A guide to the seaweed industry /']"
John Keats,3,91,1908.0,1993.0,0-14,"[1923.0, 1908.0, 1993.0]","['Odes /', 'Letters of John Keats.', 'Selected poems /']"
Wole Soyinka,4,91,1971.0,1991.0,0-14,"[1981.0, 1991.0, 1971.0, 1974.0]","['Opera Wonyosi', 'Isará : a voyage around essay /', 'Madmen and specialists', 'Collected plays.']"
Maurice Maeterlinck,2,90,1904.0,1907.0,0-14,"[1907.0, 1904.0]","[""L'Intelligence des Fleurs. [Essays.]"", 'The double garden /']"
Aldous Huxley,3,90,1931.0,1956.0,0-14,"[1931.0, 1937.0, 1956.0]","['Music at night, and other essays.', 'Ends and means : an enquiry into the nature of ideals and into the methods employed for their realization /', 'Adonis and the alphabet, and other essays.']"
Walter Scott,46,90,1816.0,1987.0,45-59,"[1826.0, 1816.0, 1964.0, 1831.0, 1829.0, 1874.0, 1831.0, 1933.0, 1906.0, 1828.0, 1901.0, 1826.0, 1926.0, 1904.0, 1825.0, 1816.0, 1831.0, 1832.0, 1858.0, 1822.0, 1830.0, 1819.0, 1869.0, 1868.0, 1820.0, 1827.0, 1848.0, 1826.0, 1828.0, 1901.0, 1851.0, 1885.0, 1902.0, 1905.0, 1906.0, 1927.0, 1956.0, 1960.0, 1860.0, 1987.0, 1860.0, 1838.0, 1836.0, 1822.0, 1898.0, 1932.0]","['A second letter to the editor of the Edinburgh Weekly Journal, from Malachi Malagrowther, Esq. on the proposed change of currency, and other late alterations, as they affect, or are intended to affect, the kingdom of Scotland.', 'Guy Mannering, astrologue, nouvelle écossaise /', 'Waverley e Ivanhoe /', ""Waverley; or, 'Tis sixty years since /"", 'Guy Mannering; or, The astrologer. [With notes.]', 'The lay of the last minstrel. Cantos I and II. With introduction and notes.', 'El Castillo de Kenilworth; ó, Los privados rivales en el reinado de Isabel de Inglaterra /', 'Quentin Durward.', 'Redgauntlet /', 'Der Alterthümler /', 'The black dwarf /', 'Waverley : eller, Skottland för 80 år sedan.', 'Midlothians hjärta /', 'Kenilworth /', 'Waverley, oder So wars vor sechzig Jahren. Aus dem englischen des Walter Scott. Vollständig übertragen und mit Anmerkungen begleitet.', ""Paul's letters to his kinsfolk /"", 'Peveril of the Peak.', ""St. Ronan's well : with the author's last notes and additions."", 'Rob-Roy : novela escrita en Inglés /', 'Les Aventures de Nigel /', 'Tales of a grandfather ... Third series.', 'Description of the regalia of Scotland /', 'Poetical works.', 'Scottish reprints. The lady of the lake. The lord of the isles. The lay of the last minstrel; and Marmion; a tale of Flodden field. With poems, notes, &c.', 'Ivanhoe, ou, Le retour du Croisé /', 'Life of Napoleon Bonaparte, etc. [A review.]', 'Readings for the young, from the works of Sir Walter Scott, etc. [With engravings.]', ""Chants populaires des frontières méridionales de l'Écosse /"", 'Erzählungen eines Grossvaters : aus der schottischen Geschichte /', 'Guy Mannering /', 'Waverley novels', 'The lord of the isles, Marmion and The lay of the last minstrel.', ""Scott's Kenilworth : with introduction and notes."", 'The lay of the last minstrel : including the original notes of the author, unabridged /', 'Claverhouse /', 'Anne of Geierstein ... /', 'Crni Patuljak /', 'Redgauntlet.', 'St. Valentins dag, eller, Perths fagre mø ... /', 'Ivanhoe /', 'Bonaidean corrach Dhundiagh', 'Ivanhoé, ou, A cruzada Britanica ... /', 'Redgauntlet : histoire du XVIIIe siècle /', 'The antiquary /', 'The pirate /', 'Old Kelso days with Scott. Illustrated with ... pen and ink sketches.']"
Library of Congress,5,90,1919.0,1984.0,0-14,"[1919.0, 1984.0, 1982.0, 1984.0, 1981.0]","['Information for readers in the main reading room. 1919. [With a plan.]', 'U.S. books abroad neglected ambassadors', ""James Joyce's hundredth birthday : side and front views : a lecture delivered at the Library of Congress on March 10, 1982 /"", 'The Library of Congress Processing Services.', 'National level bibliographic record music']"
Benjamin Disraeli,3,90,1868.0,1891.0,0-14,"[1881.0, 1891.0, 1868.0]","['Endymion /', 'Coningsby, etc.', ""A word to the clergy on Mr. Disraeli's letter to the Earl of Dartmouth on the Irish church question, etc.""]"
Pixar,3,89,2003.0,2012.0,0-14,"[2012.0, 2003.0, 2011.0]","['Brave.', 'Toy story 2.', 'Look out for Mater!.']"
George R R Martin,2,89,1999.0,2004.0,0-14,"[1999.0, 2004.0]","['A game of thrones /', 'A clash of kings /']"
Francois Rabelais,2,89,1534.0,1927.0,0-14,"[1534.0, 1927.0]","['Topographia antiquae Romae. /', 'Complete works ... /']"
Maria Montessori,3,89,1912.0,1976.0,0-14,"[1976.0, 1913.0, 1912.0]","['From childhood to adolescence /', 'Pedagogical anthropology /', 'The Montessori method. Scientific pedagogy as applied to child education in ""The children\'s houses"" /']"
Seamus Heaney,2,88,1988.0,1988.0,0-14,"[1988.0, 1988.0]","['Lenten parish programme.', 'Lenten parish programme.']"
Xenophon,2,88,1728.0,1735.0,0-14,"[1728.0, 1735.0]","['Cyropædia: or, the institution of Cyrus. By Xenophon. Translated from the Greek by the late Honourable Maurice Ashley Esq; To which is prefixed, a preface, by way of dedication, to the Right Honourable the Lady Elizabeth Harris. In two volumes. ...', 'Xenophōntos logos eis Agēsilaon ton Basilea. = Xenophontis de Agesilao rege oratio. Græca recognovit, ... emendavit, versionem Latinam reformavit, ... notas H. Stephani, Leunclavii, Æ. Porti ... adjunxit Thomas Hutchinson.']"
Joseph Conrad,7,87,1926.0,1981.0,0-14,"[1935.0, 1981.0, 1936.0, 1926.0, 1949.0, 1946.0, 1978.0]","['The mirror of the sea. Memories and impressions.', 'Conrad: Heart of darkness, Nostromo and Under western eyes a casebook', 'Dith Céille Almayer /', 'Lord Jim: a tale.', 'Four tales. The nigger of the ""Narcissus"", youth, the secret sharer, Freya of the seven isles /', 'Lord Jim. Opiwieść /', ""A concordance to Conrad's 'Almayer's folly'""]"
Edmond Halley,2,87,1720.0,1975.0,0-14,"[1720.0, 1975.0]","[""Universal arithmetick: or, a treatise of arithmetical composition and resolution. : To which is added, Dr. Halley's method of finding the roots of aequations arithmetically. /"", 'Sale catalogues of libraries of eminent persons']"
Cornelius Tacitus,3,87,1670.0,1771.0,0-14,"[1771.0, 1771.0, 1670.0]","['C. Cornelii Taciti opera recognovit, emendavit, supplementis explevit, notis, dissertationibus, tabulis geographicis illustravit Gabriel Brotier. ...', 'C. Cornelii Taciti opera recognovit, emendavit, supplementis explevit, notis, dissertationibus, tabulis geographicis illustravit Gabriel Brotier. ...', 'Segestes, proditionis reus. Ad Corn. Tacitum, Annal. lib. I. cap. LVIII. Lege, & expende.']"
Manufacturer,2,86,1785.0,1819.0,0-14,"[1785.0, 1819.0]","['A short address to the disinterested and unprejudiced citizens, merchants, and manufacturers, of Great Britain, on the importance of the trade of this country with the United States of America: ... By a manufacturer.', 'A letter addressed to the manufacturers of Glasgow and Paisley, on the present mode of conducting business through the medium of commission-houses / ']"
John Galsworthy,3,86,1919.0,1946.0,0-14,"[1946.0, 1924.0, 1919.0]","['The Forsyte saga.', 'The white monkey.', 'Plays. 7 ser.']"
Percy Bysshe Shelley,4,86,1883.0,1992.0,0-14,"[1992.0, 1990.0, 1928.0, 1883.0]","['The necessity of atheism /', ""Shelley's revolutionary year : Shelley's political poems and the essay 'A philosophical view of reform' /"", 'The Cenci.', 'Shelley on blasphemy. Being his letter to Lord Ellenborough. Occasioned by the sentence which he passed on Mr. D.I. Eaton, as publisher of the third part of Paine\'s ""Age of reason."".']"
Thomas Hardy,8,86,1895.0,2012.0,0-14,"[1988.0, 2012.0, 1927.0, 1895.0, 1981.0, 1989.0, 1982.0, 1987.0]","['Thomas Hardy : far from the madding crowd /', ""Tess of the d'Urbervilles /"", 'Yuletide in a younger world /', 'Far from the madding crowd /', 'Under the greenwood tree notes', ""Brodie's notes on Thomas Hardy's The return of the native /"", 'A pair of blue eyes', 'Far from the madding crowd, Thomas Hardy guide']"
Ovum,3,86,1991.0,1995.0,0-14,"[1991.0, 1995.0, 1994.0]","['Natural language markets : commercial strategies /', 'Globalisation : creating new markets with translation technology /', 'Client-server networking : market strategies.']"
